2.000000000000000000e+00 1.021517056256491060e+03 3.108403460887726108e-02 1.821512828210733325e-06 2.635416084048238350e+00
3.000000000000000000e+00 9.671671848418873196e+02 3.994597909297301769e-02 3.643836796253293154e-06 2.953880601178629384e+00
4.000000000000000000e+00 9.155785722325349525e+02 3.473583561730049507e-02 6.074843446358854085e-06 2.771491024710038609e+00
5.000000000000000000e+00 8.769920130383774222e+02 2.326952738210110588e-02 9.115558177275952142e-06 2.361286237861796256e+00
6.000000000000000000e+00 8.506731505706995904e+02 1.305591411702407972e-02 1.276721606990983290e-05 1.903287075963920216e+00
7.000000000000000000e+00 8.339324276248783008e+02 7.054831137860250248e-03 1.703123321456999735e-05 1.495596018096321922e+00
8.000000000000000000e+00 8.237388123078563922e+02 4.533928110059134986e-03 2.190917459833444735e-05 1.181019587651256364e+00
9.000000000000000000e+00 8.196200285848129852e+02 3.633445259573269900e-03 2.740271972358619581e-05 9.698324796679699267e-01
1.000000000000000000e+01 8.187991921998591351e+02 3.107098203516211674e-03 3.351362707026068940e-05 8.510915442006949938e-01
1.100000000000000000e+01 8.206009803636092101e+02 2.624854413412222674e-03 4.024369863950044614e-05 8.068066591087310613e-01
1.200000000000000000e+01 8.255398598751399959e+02 2.297366782116301749e-03 4.759474576502906857e-05 8.150128235350169170e-01
1.300000000000000000e+01 8.321560039018341968e+02 2.209046155974849022e-03 5.556855731520873989e-05 8.545054586523975759e-01
1.400000000000000000e+01 8.397040547673210540e+02 2.303207595675600249e-03 6.416687126034266214e-05 9.092795056951443744e-01
1.500000000000000000e+01 8.483375023289174806e+02 2.491849254779668690e-03 7.339135050632108635e-05 9.697509352617191825e-01
1.600000000000000000e+01 8.582777434892951760e+02 2.754281417501498134e-03 8.324356364208741928e-05 1.031754193867749470e+00
1.700000000000000000e+01 8.694096241562579053e+02 3.129772873890158437e-03 9.372497110400837702e-05 1.094133350823827788e+00
1.800000000000000000e+01 8.807707563014890866e+02 3.658592463044172023e-03 1.048369169930392651e-04 1.157107486378444516e+00
1.900000000000000000e+01 8.936125307764590389e+02 4.349899748874213462e-03 1.165806265846412536e-04 1.224544651523533867e+00
2.000000000000000000e+01 9.065624084283707589e+02 5.187610426195798756e-03 1.289572093243125683e-04 1.294077009804324829e+00
2.100000000000000000e+01 9.199366762960190727e+02 6.163759914764560532e-03 1.419676668269673734e-04 1.366926233669139235e+00
2.200000000000000000e+01 9.337310483356651503e+02 7.280460141468433205e-03 1.556129054423538384e-04 1.442029347004009310e+00
2.300000000000000000e+01 9.478779780302483005e+02 8.539368444060937632e-03 1.698937523969287582e-04 1.518037360283462922e+00
2.400000000000000000e+01 9.623924360813529120e+02 9.934744859005592912e-03 1.848109745280190604e-04 1.591883305231946322e+00
2.500000000000000000e+01 9.772565361201243377e+02 1.146487832752341070e-02 2.003652989062641710e-04 1.659607859178054090e+00
2.600000000000000000e+01 9.923861373847116738e+02 1.313597685896295171e-02 2.165574339146472487e-04 1.720568296449910273e+00
2.700000000000000000e+01 1.007857690253789428e+03 1.496241119095235647e-02 2.333880896914869126e-04 1.772968842073440632e+00
2.800000000000000000e+01 1.023612063082485747e+03 1.696308914378080734e-02 2.508579970357080100e-04 1.816939888500869626e+00
2.900000000000000000e+01 1.039662254804593886e+03 1.915307701265255361e-02 2.689679239050830287e-04 1.854025424275848932e+00
3.000000000000000000e+01 1.056003465760669314e+03 2.153958276428418611e-02 2.877186879031649446e-04 1.884763673317508381e+00
3.100000000000000000e+01 1.072443855604078635e+03 2.412892163209912760e-02 3.071111649845662591e-04 1.909507087280497784e+00
3.200000000000000000e+01 1.089149137888885434e+03 2.692987422406674727e-02 3.271462930468563139e-04 1.928142593344662092e+00
3.300000000000000000e+01 1.106107564181628504e+03 2.994599711965675523e-02 3.478250705965487462e-04 1.939940390628686506e+00
3.400000000000000000e+01 1.123276474606243255e+03 3.318354968369391367e-02 3.691485500797725004e-04 1.943467031948483470e+00
